 0.0000000, 0.0000000,
 0.0000100, 0.0003090,
 0.0000200, 0.0006180,
 0.0000300, 0.0009270,
 0.0000400, 0.0012360,
 0.0000500, 0.0015450,
 0.0000600, 0.0018540,
 0.0000700, 0.0021630,
 0.0000800, 0.0024720,
 0.0000900, 0.0027810,
 0.0001000, 0.0030899,
 0.0001100, 0.0033989,
 0.0001200, 0.0037079,
 0.0001300, 0.0040169,
 0.0001400, 0.0043259,
 0.0001500, 0.0046349,
 0.0001600, 0.0049439,
 0.0001700, 0.0052529,
 0.0001800, 0.0055619,
 0.0001900, 0.0058709,
 0.0002000, 0.0061799,
 0.0002100, 0.0064889,
 0.0002200, 0.0067979,
 0.0002300, 0.0071069,
 0.0002400, 0.0074159,
 0.0002500, 0.0077249,
 0.0002600, 0.0080339,
 0.0002700, 0.0083429,
 0.0002800, 0.0086519,
 0.0002900, 0.0089609,
 0.0003000, 0.0092698,
 0.0003100, 0.0095788,
 0.0003200, 0.0098878,
 0.0003300, 0.0101968,
 0.0003400, 0.0105058,
 0.0003500, 0.0108148,
 0.0003600, 0.0111238,
 0.0003700, 0.0114328,
 0.0003800, 0.0117418,
 0.0003900, 0.0120508,
 0.0004000, 0.0123598,
 0.0004100, 0.0126688,
 0.0004200, 0.0129778,
 0.0004300, 0.0132868,
 0.0004400, 0.0135958,
 0.0004500, 0.0139048,
 0.0004600, 0.0142138,
 0.0004700, 0.0145228,
 0.0004800, 0.0148318,
 0.0004900, 0.0151408,
 0.0005000, 0.0154497,
 0.0005100, 0.0157587,
 0.0005200, 0.0160677,
 0.0005300, 0.0163767,
 0.0005400, 0.0166857,
 0.0005500, 0.0169947,
 0.0005600, 0.0173037,
 0.0005700, 0.0176127,
 0.0005800, 0.0179217,
 0.0005900, 0.0182307,
 0.0006000, 0.0185397,
 0.0006100, 0.0188487,
 0.0006200, 0.0191577,
 0.0006300, 0.0194667,
 0.0006400, 0.0197757,
 0.0006500, 0.0200847,
 0.0006600, 0.0203937,
 0.0006700, 0.0207027,
 0.0006800, 0.0210117,
 0.0006900, 0.0213207,
 0.0007000, 0.0216296,
 0.0007100, 0.0219386,
 0.0007200, 0.0222476,
 0.0007300, 0.0225566,
 0.0007400, 0.0228656,
 0.0007500, 0.0231746,
 0.0007600, 0.0234836,
 0.0007700, 0.0237926,
 0.0007800, 0.0241016,
 0.0007900, 0.0244106,
 0.0008000, 0.0247196,
 0.0008100, 0.0250286,
 0.0008200, 0.0253376,
 0.0008300, 0.0256466,
 0.0008400, 0.0259556,
 0.0008500, 0.0262646,
 0.0008600, 0.0265736,
 0.0008700, 0.0268826,
 0.0008800, 0.0271916,
 0.0008900, 0.0275006,
 0.0009000, 0.0278095,
 0.0009100, 0.0281185,
 0.0009200, 0.0284275,
 0.0009300, 0.0287365,
 0.0009400, 0.0290455,
 0.0009500, 0.0293545,
 0.0009600, 0.0296635,
 0.0009700, 0.0299725,
 0.0009800, 0.0302815,
 0.0009900, 0.0305905,
 0.0010000, 0.0308995,
 0.0010100, 0.0312085,
 0.0010200, 0.0315175,
 0.0010300, 0.0318265,
 0.0010400, 0.0321355,
 0.0010500, 0.0324445,
 0.0010600, 0.0327535,
 0.0010700, 0.0330625,
 0.0010800, 0.0333715,
 0.0010900, 0.0336804,
 0.0011000, 0.0339894,
 0.0011100, 0.0342984,
 0.0011200, 0.0346074,
 0.0011300, 0.0349164,
 0.0011400, 0.0352254,
 0.0011500, 0.0355344,
 0.0011600, 0.0358434,
 0.0011700, 0.0361524,
 0.0011800, 0.0364614,
 0.0011900, 0.0367704,
 0.0012000, 0.0370794,
 0.0012100, 0.0373884,
 0.0012200, 0.0376974,
 0.0012300, 0.0380064,
 0.0012400, 0.0383154,
 0.0012500, 0.0386244,
 0.0012600, 0.0389334,
 0.0012700, 0.0392424,
 0.0012800, 0.0395514,
 0.0012900, 0.0398603,
 0.0013000, 0.0401693,
 0.0013100, 0.0404783,
 0.0013200, 0.0407873,
 0.0013300, 0.0410963,
 0.0013400, 0.0414053,
 0.0013500, 0.0417143,
 0.0013600, 0.0420233,
 0.0013700, 0.0423323,
