t,x,y,theta0,phi1,theta1,phi2,theta2,phi3,theta3,phi4,theta4,phi5,theta5,phi6,theta6,phi7,theta7,phi8,theta8,phi9,theta9,phi10,theta10, x1,Y1,x2,y2,x3,y3,Trix1,Triy1,Trix2,Triy2,Trix3,Triy3,varphi1,varphi2,varphi3,z21,z22,z31,z32,z41,z42,z51,z52,z61,z62,z71,z72,z81,z82,z91,z92,al21,al22,al31,al32,al33,al41,al42,al43,al44,al51,al52,al53,al54,al55,al61,al62,al63,al66,al71,al72,al73,al76,al77,al81,al82,al83,al88,al91,al92,al93,al99,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,v1,v2,v3,PSx,PSy,d,d0d,Q,nh1,nh2,nh3,nh4,nh5,nh6,nh7,nh8,nh9,nh10,thetap1d,thetap2d,dthetap2d,thetap3d,dthetap3d,thetap4d,thetap5d,dthetap5d,thetap6d,dthetap6d,thetap7d,thetap8d,dthetap8d,thetap9d,dthetap9d,thetap10d,delta1d,delta2d,delta3d,thetap0,thetap1,thetap2,thetap3,thetap4,thetap5,thetap6,thetap7,thetap8,thetap9,thetap10,thetaT
54.7000000000,-0.0030648016,-0.7957877152,1.5592034157,0.0235230189,1.5591992818,0.9654696939,0.6563341496,-0.5189319273,2.2122020348,0.1050772262,4.7007509333,-2.3003647583,3.8442381261,-3.7636943164,5.3321796173,0.3736420561,1.1664989040,-3.2112575693,4.7605360238,-4.6860276244,6.2484788934,-0.5450454577,2.0827967862,0.0725985898,0.3011975464,-1.7268790250,-1.9846845303,1.4927024154,-2.1202269677,0.0155611058,0.8021037316,-1.3979591561,-1.5815825878,1.3731338821,-1.6138838837,0.1342077817,0.4019992941,-0.5203430000,0.0000033463,-0.0000001854,-0.0000294852,-0.0000004710,0.1255695447,-0.9031167367,0.1631044436,0.6526759754,0.0020262554,3.1415510554,0.0454709590,2.2849473759,0.0238087316,3.7729321861,0.0000175638,-0.3927009032,-0.0295020481,1.0000000055,0.0752327374,-1.2500000207,1.2506951374,0.9962963151,9.9266402502,-19.8643211444,10.1802933637,-0.0820108814,-2.5850870254,5.1730490261,-5.9608021043,3.2915664459,0.2206093550,0.0712023686,-0.1424839589,-1.0804765214,0.9157739047,-17.1984247839,8.7169957234,0.0000000000,8.2266403558,-0.3795848923,6.8072329662,-3.5236424847,3.3693318780,0.0713432841,-0.1306101529,0.0405909726,-1.0278486979,0.2000000011,0.0059261590,-0.0054478706,-0.0345958425,-0.0422135358,-0.0048325648,-0.0050937456,-0.0060521246,0.0035185286,-0.0065817986,-0.0050132908,0.0035314673,0.2021560712,0.1936217449,0.2040872946,-0.0030874105,-0.7977162947,-0.0000001854,0.0000000000,     46194,-0.00000000000000000130,-0.00000000000000002429,-0.00000000000000007633,0.00000000000000011449,0.00000000000000004077,0.00000000000000004060,0.00000000000000002082,-0.00000000000000004684,-0.00000000000000004619,-0.00000000000000006939,0.00000000000000000000,-0.90237897718554904714,0.01795543164283546281,0.65942819797674179227,-0.03473181497086363229,3.14159265358979311600,2.28494810743520382346,0.00908676268763511374,3.77189819801695724877,0.01508698217986781040,-0.39269908169872413950,3.20124866678109221141,0.00906967098076399622,4.68819608048531932809,0.01508673920965249854,0.52359877559829881566,0.05968305699328291247,-0.14299077351488981291,-0.14299077351488981291,0.00000334633811593932,-0.00000047104078482185,-0.90311673666767411373,0.65267597543587174691,3.14155105543059232076,2.28494737589414231849,3.77293218606934388504,-0.39270090318048600508,3.20124527359943034099,4.68923147080771762774,0.52359697928787585219,1.55914080772785923479,
54.8000000000,-0.0028386746,-0.7757889937,1.5597831033,0.0228882796,1.5597802474,0.9617913362,0.6594386665,-0.5235156387,2.2160507694,0.1046023793,4.7013325829,-2.3008254868,3.8457165163,-3.7644248992,5.3332301093,0.3742517532,1.1670797897,-3.2118948302,4.7620144108,-4.6865848182,6.2495293962,-0.5444232378,2.0833776719,0.0707172341,0.3212527571,-1.7263012524,-1.9655439756,1.4933764382,-2.0995386675,0.0148564443,0.8221130317,-1.3972750643,-1.5623962684,1.3738363195,-1.5930833784,0.1329649252,0.4017668725,-0.5204167239,0.0000077489,-0.0000001768,-0.0000394547,0.0000043060,0.1266800035,-0.9005906414,0.1635241747,0.6559476548,0.0019611630,3.1415566110,0.0443290977,2.2858518406,0.0231487913,3.7734077887,-0.0000101595,-0.3926961029,-0.0287414461,1.0000000051,0.0741651000,-1.2499998828,1.2506592475,1.0098024868,9.8754940023,-19.7614031954,10.1264927437,-0.0903063618,-2.5981124999,5.1989671084,-5.9824902146,3.2992372591,0.2208968354,0.0685617362,-0.1371955257,-1.0806994782,0.8929699382,-17.1831882261,8.7059055334,0.0000000000,8.2291038665,-0.3699929107,6.8153320935,-3.5245010967,3.3739283472,0.0701792046,-0.1268630192,0.0393521473,-1.0292820635,0.2000000010,0.0056816976,-0.0072720226,-0.0390351534,-0.0496866534,-0.0044696952,-0.0041754144,-0.0087880119,0.0089138672,-0.0062423138,-0.0062810010,0.0091738742,0.2021038165,0.1937880784,0.2039774224,-0.0028619424,-0.7778790288,-0.0000001768,0.0000000000,     46289,0.00000000000000000000,-0.00000000000000002255,0.00000000000000002776,0.00000000000000005551,-0.00000000000000004163,0.00000000000000004451,0.00000000000000006765,0.00000000000000005117,0.00000000000000005161,0.00000000000000007199,0.00000000000000000000,-0.89983779822186793496,0.01802779744157911868,0.66270539490382729397,-0.03470463950211628151,3.14159265358979311600,2.28585258547989367273,0.00885831078598760258,3.77236208778657156060,0.01507231214835302521,-0.39269908169872413950,3.20215313155739966788,0.00884137472985544771,4.68865996960096875767,0.01507207601837546804,0.52359877559829881566,0.05820158903111880000,-0.14335117607364367132,-0.14335117607364367132,0.00000774887165277960,0.00000430603396339713,-0.90059064137980671116,0.65594765476190741715,3.14155661096001459498,2.28585184060779145199,3.77340778865817672028,-0.39269610294751045032,3.20214973567036409463,4.68970706322564989676,0.52360177886688696880,1.55971853746353938952,
54.9000000000,-0.0026240048,-0.7557901460,1.5603487914,0.0222816859,1.5603457157,0.9581572570,0.6625501135,-0.5279924564,2.2198924600,0.1040994358,4.7018986987,-2.3012728221,3.8471568936,-3.7650840070,5.3342522840,0.3747636368,1.1676451135,-3.2125063170,4.7634547856,-4.6870978693,6.2505515163,-0.5439006778,2.0839429941,0.0688344470,0.3413049483,-1.7257444847,-1.9463801515,1.4940262064,-2.0788687990,0.0141650942,0.8421216557,-1.3966141628,-1.5431879443,1.3745141753,-1.5723038199,0.1317379683,0.4015562083,-0.5204765158,0.0000059551,-0.0000001761,-0.0000402638,0.0000026494,0.1278249667,-0.8980486136,0.1639678269,0.6592213336,0.0019466859,3.1415555323,0.0432359028,2.2867272778,0.0225431095,3.7738640486,0.0000148938,-0.3926979780,-0.0279747012,1.0000000050,0.0731028581,-1.2499999322,1.2506244571,1.0233844459,9.8247927516,-19.6594008384,10.0732302564,-0.0987502595,-2.6111259873,5.2248618242,-6.0042877230,3.3070240719,0.2211647907,0.0660637158,-0.1321932786,-1.0809224937,0.8705750888,-17.1684087368,8.6950475116,0.0000000000,8.2318064720,-0.3604641163,6.8230113367,-3.5251970297,3.3784442314,0.0690443149,-0.1233393493,0.0381875303,-1.0306865594,0.2000000010,0.0055638834,-0.0065448631,-0.0376360197,-0.0471969891,-0.0044054327,-0.0043235130,-0.0078188686,0.0070268556,-0.0061600673,-0.0057976642,0.0072501727,0.2020529522,0.1939542246,0.2038652883,-0.0026455315,-0.7578272343,-0.0000001761,0.0000000000,     46385,0.00000000000000000087,0.00000000000000000347,0.00000000000000004510,-0.00000000000000008327,-0.00000000000000004337,-0.00000000000000012940,-0.00000000000000014051,0.00000000000000004944,0.00000000000000005052,0.00000000000000006939,0.00000000000000000000,-0.89728055766223890899,0.01810580774432510309,0.66598394477748934506,-0.03466566436319348105,3.14159265358979311600,2.28672798881585848108,0.00863958915471213507,3.77280670055182598688,0.01506835444074983502,-0.39269908169872413950,3.20302845737513441904,0.00862216533400892923,4.68910458098813798244,0.01506812387244154880,0.52359877559829881566,0.05671340711015915997,-0.14370227678001232241,-0.14370227678001232241,0.00000595512734347103,0.00000264944962635738,-0.89804861364070909246,0.65922133358121248747,3.14155553231532769232,2.28672727781618245757,3.77386404864077329435,-0.39269797804556594301,3.20302517005439346676,4.69016327927385212604,0.52359990239074605256,1.56028719740516352843,
55.0000000000,-0.0024204930,-0.7357911816,1.5608990944,0.0216745277,1.5608959081,0.9544961837,0.6656688757,-0.5325042891,2.2237272235,0.1036050233,4.7024497108,-2.3017041547,3.8485598280,-3.7657521064,5.3352468234,0.3752903217,1.1681953408,-3.2131019915,4.7648577179,-4.6876126734,6.2515460306,-0.5433582842,2.0844932205,0.0669506306,0.3613542272,-1.7252080039,-1.9271936411,1.4946525936,-2.0582170186,0.0134869851,0.8621296400,-1.3959760089,-1.5239579671,1.3751679715,-1.5515449220,0.1304742709,0.4013150181,-0.5205563447,0.0000039332,-0.0000001754,-0.0000444517,0.0000009261,0.1289119666,-0.8954839533,0.1643301053,0.6625034512,0.0018706291,3.1415546495,0.0420801577,2.2875805995,0.0218802300,3.7743079902,-0.0000215068,-0.3926996403,-0.0272097815,1.0000000048,0.0720413989,-1.2499999808,1.2505905335,1.0362799590,9.7743190851,-19.5578730876,10.0201465505,-0.1072338423,-2.6245669739,5.2516141090,-6.0266923901,3.3149991999,0.2213859957,0.0634734876,-0.1270068938,-1.0811247634,0.8477029487,-17.1540303786,8.6844574196,0.0000000000,8.2345973838,-0.3506966239,6.8310121834,-3.5260061723,3.3830061836,0.0679064021,-0.1195739382,0.0369536442,-1.0321256769,0.2000000010,0.0054509712,-0.0057321385,-0.0359022003,-0.0437104657,-0.0052442755,-0.0043163774,-0.0059493975,0.0040887249,-0.0058288857,-0.0047365578,0.0042029012,0.2020016241,0.1941201626,0.2037567779,-0.0024403147,-0.7377698427,-0.0000001754,0.0000000000,     46481,0.00000000000000000087,0.00000000000000002082,0.00000000000000001735,-0.00000000000000006245,0.00000000000000003990,0.00000000000000012696,0.00000000000000014919,-0.00000000000000004597,-0.00000000000000004640,-0.00000000000000007026,0.00000000000000000000,-0.89470051920359150444,0.01817076417712477562,0.66927015904911613120,-0.03463643410389152799,3.14159265358979311600,2.28758132857343010613,0.00840885136098739466,3.77323895411002263600,0.01505226973219190093,-0.39269908169872413950,3.20388176806089886028,0.00839341883247131382,4.68953683406181731641,0.01505205706069556032,0.52359877559829881566,0.05521868290255674272,-0.14404405285157406702,-0.14404405285157406702,0.00000393324357195191,0.00000092605073365171,-0.89548395325897567343,0.66250345119894493706,3.14155464947616547278,2.28758059948771874659,3.77430799021244034464,-0.39269964034782622875,3.20387848959668630755,4.69060720279450027448,0.52359823960396889575,1.56084065141037520164,
55.1000000000,-0.0022278348,-0.7157921097,1.5614343145,0.0210718710,1.5614308755,0.9508230018,0.6687946090,-0.5370145728,2.2275543368,0.1030989494,4.7029854843,-2.3021165989,3.8499250234,-3.7664014162,5.3362135359,0.3757993228,1.1687303071,-3.2136755730,4.7662229111,-4.6881120675,6.2525127148,-0.5428310374,2.0850281858,0.0650660929,0.3814006698,-1.7246915824,-1.9079844099,1.4952558357,-2.0375832865,0.0128223657,0.8821370162,-1.3953603049,-1.5047064152,1.3757980769,-1.5308066654,0.1292245608,0.4010840110,-0.5206308338,0.0000020311,-0.0000001746,-0.0000443590,-0.0000008525,0.1300143328,-0.8928971736,0.1646933246,0.6657930949,0.0018251904,3.1415536556,0.0409486082,2.2884113121,0.0212467820,3.7747392243,-0.0000271311,-0.3927014392,-0.0264466389,1.0000000046,0.0709902339,-1.2500000283,1.2505578223,1.0490944201,9.7243389732,-19.4573572490,9.9676373020,-0.1158404072,-2.6380437031,5.2784415514,-6.0492564485,3.3230964812,0.2215814123,0.0609986590,-0.1220518080,-1.0813239209,0.8251262171,-17.1400822636,8.6741196165,0.0000000000,8.2375301938,-0.3409592366,6.8387497120,-3.5267256428,3.3874969373,0.0667904398,-0.1159698823,0.0357748248,-1.0335367866,0.2000000009,0.0053359996,-0.0049694797,-0.0343435501,-0.0407040810,-0.0056525804,-0.0043639401,-0.0044763722,0.0016920524,-0.0055998023,-0.0039251141,0.0016948422,0.2019517049,0.1942848547,0.2036483707,-0.0022459947,-0.7177070027,-0.0000001746,0.0000000000,     46577,0.00000000000000000000,0.00000000000000000173,0.00000000000000004857,-0.00000000000000013531,-0.00000000000000004337,-0.00000000000000004274,-0.00000000000000003903,0.00000000000000005334,0.00000000000000005248,0.00000000000000003296,0.00000000000000000000,-0.89209825839413436910,0.01823743998936604160,0.67256321196936941220,-0.03459930797927159019,3.14159265358979311600,2.28841204466115311078,0.00818242173074733119,3.77365852828012560138,0.01504251062958816831,-0.39269908169872413950,3.20471246232960993439,0.00816682796275216248,4.68995640750006970165,0.01504230243455685970,0.52359877559829881566,0.05371758883516304650,-0.14437648211096948403,-0.14437648211096948403,0.00000203106548024579,-0.00000085249005743471,-0.89289717364498399910,0.66579309485499016397,3.14155365559851773583,2.28841131210758597092,3.77473922427855246298,-0.39270143916663458050,3.20470919986903712839,4.69103842258926473363,0.52359644005330951977,1.56137892348365325823,
55.2000000000,-0.0020457316,-0.6957929389,1.5619540271,0.0204643009,1.5619508012,0.9471126889,0.6719275286,-0.5415778352,2.2313737447,0.1026055439,4.7035064038,-2.3025117747,3.8512528814,-3.7670681454,5.3371529286,0.3763383300,1.1692504235,-3.2142336456,4.7675507670,-4.6886177385,6.2534520914,-0.5422680382,2.0855483018,0.0631813013,0.4014443688,-1.7241946187,-1.8887528233,1.4958366255,-2.0169673245,0.0121713023,0.9021438170,-1.3947666711,-1.4854335197,1.3764049427,-1.5100888778,0.1280392157,0.4008736141,-0.5206975212,0.0000064129,-0.0000001689,-0.0000292594,0.0000028075,0.1311633781,-0.8902827799,0.1650944267,0.6690954570,0.0018442657,3.1415583036,0.0398805889,2.2892250702,0.0206820683,3.7751635100,0.0000327363,-0.3926975983,-0.0256931476,1.0000000044,0.0699735768,-1.2499999334,1.2505270986,1.0618997619,9.6752824852,-19.3587237299,9.9162308637,-0.1245284659,-2.6512766842,5.3047903918,-6.0716260750,3.3312394106,0.2217698951,0.0587314534,-0.1175122831,-1.0815337489,0.8033835483,-17.1265165776,8.6640817624,0.0000000000,8.2403547193,-0.3314555765,6.8460336581,-3.5273467002,3.3918099156,0.0657149782,-0.1127136752,0.0347088705,-1.0348651536,0.2000000009,0.0050948285,-0.0067529304,-0.0388297550,-0.0487243904,-0.0044289078,-0.0036941454,-0.0080651164,0.0077131484,-0.0055671107,-0.0057833278,0.0081152502,0.2019046821,0.1944436846,0.2035412426,-0.0020641344,-0.6978479328,-0.0000001689,0.0000000000,     46672,0.00000000000000000000,-0.00000000000000000347,-0.00000000000000000694,-0.00000000000000009021,-0.00000000000000004337,-0.00000000000000013051,-0.00000000000000012577,0.00000000000000005204,0.00000000000000005204,0.00000000000000006679,0.00000000000000000000,-0.88946826326776129434,0.01831240830344308887,0.67586833734197071522,-0.03454790386971778871,3.14159265358979311600,2.28922574831116021343,0.00796903534616047113,3.77407122780177450849,0.01504602668834603002,-0.39269908169872413950,3.20552608589673404538,0.00795337413934325485,4.69036910585930133522,0.01504582487459924303,0.52359877559829881566,0.05221029806963725650,-0.14469954298734019615,-0.14469954298734019615,0.00000641287046443395,0.00000280745866909626,-0.89028277986777548669,0.66909545704912631869,3.14155830363327037702,2.28922507018448762039,3.77516350995019589476,-0.39269759833265416304,3.20552295615334781331,4.69146266367594932944,0.52360027972487288572,1.56189666594783216347,
55.3000000000,-0.0018738769,-0.6757936774,1.5624586212,0.0198587129,1.5624556415,0.9433863246,0.6750670408,-0.5461411045,2.2351844903,0.1020923243,4.7040121188,-2.3028848277,3.8525428738,-3.7677110746,5.3380645730,0.3768589873,1.1697553035,-3.2147664218,4.7688407571,-4.6891039986,6.2543637165,-0.5417213232,2.0860531811,0.0612964518,0.4214853931,-1.7237169420,-1.8694989074,1.4963951896,-1.9963691611,0.0115339970,0.9221500729,-1.3941947857,-1.4661393965,1.3769889577,-1.4893914985,0.1267392459,0.4006148500,-0.5207896317,0.0000039482,-0.0000001589,-0.0000370316,0.0000010476,0.1321955826,-0.8876519517,0.1653509971,0.6723990774,0.0017388892,3.1415574741,0.0386842928,2.2900108393,0.0199940062,3.7755699155,-0.0000314952,-0.3926992522,-0.0249333969,1.0000000040,0.0689222328,-1.2499999789,1.2504960126,1.0738469038,9.6258016943,-19.2592422129,9.8641884981,-0.1332870940,-2.6653763094,5.3328682929,-6.0951568541,3.3396912288,0.2218870401,0.0562155455,-0.1124756484,-1.0816999781,0.7803266834,-17.1134180775,8.6542412401,0.0000000000,8.2436300904,-0.3214022836,6.8539595316,-3.5281102816,3.3963312976,0.0646107582,-0.1089039460,0.0334765946,-1.0363139186,0.2000000008,0.0049871857,-0.0058645614,-0.0368555836,-0.0446093581,-0.0056297610,-0.0036118763,-0.0056756891,0.0042604029,-0.0051041971,-0.0043927836,0.0044644855,0.2018547401,0.1946090904,0.2034358339,-0.0018906106,-0.6777746947,-0.0000001589,0.0000000000,     46768,0.00000000000000000000,0.00000000000000000000,-0.00000000000000004857,0.00000000000000008327,0.00000000000000004077,-0.00000000000000004509,-0.00000000000000007112,-0.00000000000000004207,-0.00000000000000004142,-0.00000000000000005725,0.00000000000000000000,-0.88682172569387640593,0.01836287856253948983,0.67917389641570169445,-0.03451817598521802338,3.14159265358979311600,2.29001156695022434207,0.00772985298608053380,3.77446594630965481798,0.01502490600663894740,-0.39269908169872413950,3.20631190040945002195,0.00771567695076526110,4.69076382408604075636,0.01502471772879587081,0.52359877559829881566,0.05069698448247048767,-0.14501321451772905546,-0.14501321451772905546,0.00000394816699311740,0.00000104755641539001,-0.88765195173493371961,0.67239907735084880613,3.14155747408153418476,2.29001083933672866522,3.77556991545211362293,-0.39269925219918166981,3.20630872292806357038,4.69186906456181773706,0.52359862557720360243,1.56240480118840219248,
55.4000000000,-0.0017119591,-0.6557943329,1.5629482990,0.0192585451,1.5629452088,0.9396528116,0.6782126488,-0.5506847288,2.2389857798,0.1015549610,4.7045024008,-2.3032346430,3.8537946547,-3.7683165166,5.3389482218,0.3773487672,1.1702447144,-3.2152710264,4.7700925357,-4.6895624539,6.2552473062,-0.5412057161,2.0865425904,0.0594123008,0.4415237982,-1.7232585592,-1.8502221631,1.4969314801,-1.9757891190,0.0109111783,0.9421558091,-1.3936445711,-1.4468237109,1.3775502570,-1.4687149109,0.1254732255,0.4003907870,-0.5208600093,0.0000016855,-0.0000001555,-0.0000399744,-0.0000008843,0.1332761445,-0.8850000135,0.1656510424,0.6757082646,0.0017061338,3.1415562014,0.0375582924,2.2907733672,0.0193811926,3.7759632853,-0.0000208618,-0.3927013988,-0.0241752787,1.0000000038,0.0678816837,-1.2500000260,1.2504661391,1.0860383085,9.5768740486,-19.1608909520,9.8128275409,-0.1422055544,-2.6793324538,5.3606628581,-6.1186461417,3.3482356056,0.2219944467,0.0539018305,-0.1078439076,-1.0818714808,0.7579424229,-17.1007796247,8.6446272012,0.0000000000,8.2471481065,-0.3115148143,6.8612841164,-3.5286531687,3.4007279348,0.0635428345,-0.1054438258,0.0323563043,-1.0377116686,0.2000000008,0.0048791071,-0.0049868115,-0.0350630309,-0.0413237553,-0.0058189649,-0.0037531403,-0.0042619532,0.0017744292,-0.0049585593,-0.0036533814,0.0018412769,0.2018067001,0.1947736782,0.2033271044,-0.0017270948,-0.6576964526,-0.0000001555,0.0000000000,     46864,0.00000000000000000043,0.00000000000000000173,0.00000000000000005204,-0.00000000000000004163,-0.00000000000000004597,-0.00000000000000004467,-0.00000000000000004250,0.00000000000000004857,0.00000000000000004857,0.00000000000000003990,0.00000000000000000000,-0.88415399819141793358,0.01842212476775448998,0.68248440442762392522,-0.03447253495566425519,3.14159265358979311600,2.29077407316847470042,0.00750454925980737712,3.77484771320348322377,0.01501894747522131840,-0.39269908169872413950,3.20707432349573284824,0.00749010705823655552,4.69114558970171824370,0.01501876568892749134,0.52359877559829881566,0.04917782264492880084,-0.14531747634843983352,-0.14531747634843983352,0.00000168546729906183,-0.00000088425258848446,-0.88500001351765655855,0.67570826457263133413,3.14155620139981550665,2.29077336722197077989,3.77596328527124125429,-0.39270139875135967600,3.20707124819935796012,4.69226238853041799359,0.52359647774687556598,1.56289782248238462437,
55.5000000000,-0.0015596857,-0.6357949127,1.5634224166,0.0186502528,1.5634197788,0.9358752503,0.6813648287,-0.5552930414,2.2427778559,0.1010303986,4.7049778527,-2.3035658212,3.8550089402,-3.7689454250,5.3398046895,0.3778774944,1.1707193043,-3.2157599458,4.7713068191,-4.6900304204,6.2561037551,-0.5406442407,2.0870171798,0.0575292580,0.4615596894,-1.7228186903,-1.8309232236,1.4974464222,-1.9552267922,0.0103027315,0.9621610576,-1.3931155651,-1.4274868422,1.3780893705,-1.4480587893,0.1242411445,0.4001711181,-0.5209315980,0.0000049566,-0.0000001495,-0.0000355142,0.0000021460,0.1343696798,-0.8823215458,0.1659497503,0.6790282062,0.0016987099,3.1415601124,0.0364544083,2.2915183293,0.0187952079,3.7763493935,0.0000147891,-0.3926983516,-0.0234266175,1.0000000035,0.0668658059,-1.2499999542,1.2504378508,1.0980302477,9.5286592137,-19.0639930933,9.7622858632,-0.1511994461,-2.6932490632,5.3883857068,-6.1421860288,3.3568723057,0.2220821584,0.0517046114,-0.1034453367,-1.0820433982,0.7359825270,-17.0885277898,8.6353018222,0.0000000000,8.2506150139,-0.3017197195,6.8684052284,-3.5291684486,3.4050146238,0.0624996326,-0.1021512802,0.0312925405,-1.0390613479,0.2000000007,0.0046609407,-0.0063255558,-0.0384832413,-0.0473438482,-0.0049188226,-0.0031885029,-0.0068798079,0.0062621901,-0.0048592255,-0.0049885426,0.0066711667,0.2017606379,0.1949340522,0.2032206886,-0.0015748431,-0.6378225785,-0.0000001495,0.0000000000,     46959,-0.00000000000000000043,0.00000000000000000000,0.00000000000000000347,-0.00000000000000000347,0.00000000000000004077,0.00000000000000004134,0.00000000000000005725,-0.00000000000000004077,-0.00000000000000004066,-0.00000000000000006418,0.00000000000000000000,-0.88145961926013827181,0.01848265850903351576,0.68580496914116650942,-0.03442011748387101278,3.14159265358979311600,2.29151899990266327833,0.00728374084480317742,3.77522224167451758703,0.01501818755237990279,-0.39269908169872413950,3.20781918582533487339,0.00726874747458287895,4.69152011714549743715,0.01501800917758443037,0.52359877559829881566,0.04765298780291405550,-0.14561230873635844230,-0.14561230873635844230,0.00000495663539790137,0.00000214602686909870,-0.88232154575427035326,0.67902820623033699476,3.14156011239874244367,2.29151832933287780136,3.77634939349636455930,-0.39269835155939025739,3.20781620840034298325,4.69264846090323395345,0.52359952391159003682,1.56337085059370606288,
55.6000000000,-0.0014167490,-0.6157954236,1.5638819742,0.0180530756,1.5638792167,0.9321025447,0.6845229290,-0.5598660449,2.2465597150,0.1004880725,4.7054381406,-2.3038783278,3.8561851674,-3.7695384722,5.3406335046,0.3783659578,1.1711787079,-3.2162244670,4.7724830444,-4.6904734182,6.2569325247,-0.5401231844,2.0874765823,0.0556477264,0.4815931342,-1.7223972712,-1.8116018775,1.4979400934,-1.9346823452,0.0097090816,0.9821658449,-1.3926075489,-1.4081287118,1.3786065750,-1.4274232595,0.1229510143,0.3999300813,-0.5210142261,0.0000025447,-0.0000001461,-0.0000384246,0.0000000857,0.1354059977,-0.8796270261,0.1661726004,0.6823481190,0.0016362741,3.1415588908,0.0352949807,2.2922353713,0.0181582961,3.7767179789,-0.0000031552,-0.3927004554,-0.0226716038,1.0000000033,0.0658345788,-1.2500000022,1.2504099241,1.1095027121,9.4804386518,-18.9670952300,9.7116548248,-0.1602762358,-2.7076660322,5.4171079789,-6.1664510144,3.3657436016,0.2221224037,0.0494164013,-0.0988652092,-1.0821887767,0.7134253380,-17.0767273130,8.6261936734,0.0000000000,8.2544057786,-0.2916363319,6.8757572295,-3.5297187672,3.4093840317,0.0614532684,-0.0986132251,0.0301576407,-1.0404678428,0.2000000007,0.0045564877,-0.0053947460,-0.0364959803,-0.0435177361,-0.0055704421,-0.0032564711,-0.0050119218,0.0032252207,-0.0045921085,-0.0039600693,0.0034472471,0.2017135600,0.1950976003,0.2031147696,-0.0014303553,-0.6177348224,-0.0000001461,0.0000000000,     47055,0.00000000000000000000,-0.00000000000000002082,-0.00000000000000002776,0.00000000000000010408,0.00000000000000004250,0.00000000000000012970,0.00000000000000010929,-0.00000000000000004163,-0.00000000000000004196,-0.00000000000000002689,0.00000000000000000000,-0.87874909889913466188,0.01853106863468455268,0.68912475552444130145,-0.03437612886195005185,3.14159265358979311600,2.29223604506858524843,0.00705207368248777014,3.77557921307943367140,0.01500690944497244661,-0.39269908169872413950,3.20853616644850658801,0.00703832014272470947,4.69187708775455902810,0.01500674451994121403,0.52359877559829881566,0.04612265585674944768,-0.14589769255023365968,-0.14589769255023365968,0.00000254465089777334,0.00000008566065501370,-0.87962702613044652100,0.68234811897987412976,3.14155889078078010002,2.29223537134947630278,3.77671797894130856221,-0.39270045538493225656,3.20853324834304975965,4.69301701071329091519,0.52359741929019376627,1.56383386466751383992,
55.7000000000,-0.0012828510,-0.5957958720,1.5643260769,0.0174484751,1.5643236318,0.9282892231,0.6876869923,-0.5644918981,2.2503311636,0.0999494719,4.7058834704,-2.3041696173,3.8573236034,-3.7701433310,5.3414350263,0.3788834299,1.1716231501,-3.2166696033,4.7736214785,-4.6909182747,6.2577340219,-0.5395674207,2.0879210240,0.0537682248,0.5016242178,-1.7219938562,-1.7922582753,1.4984129898,-1.9141556560,0.0091304462,1.0021701988,-1.3921202122,-1.3887494135,1.3791022396,-1.4068082746,0.1217005592,0.3997048853,-0.5210900251,0.0000053346,-0.0000001438,-0.0000352280,0.0000026121,0.1364684243,-0.8769069653,0.1664118313,0.6856772016,0.0016183526,3.1415623348,0.0341768510,2.2929341609,0.0175671555,3.7770788001,0.0000236762,-0.3926979003,-0.0219259199,1.0000000032,0.0648261854,-1.2499999468,1.2503834851,1.1209346493,9.4329183335,-18.8716235928,9.6618439238,-0.1694493032,-2.7219770136,5.4456251342,-6.1906943379,3.3746976065,0.2221483610,0.0472822221,-0.0945933322,-1.0823372779,0.6914352211,-17.0653332542,8.6173566882,0.0000000000,8.2582188460,-0.2816975326,6.8827532060,-3.5301766789,3.4136255635,0.0604357022,-0.0953259747,0.0291041453,-1.0418184451,0.2000000006,0.0043503950,-0.0065010002,-0.0393534575,-0.0484936930,-0.0048694131,-0.0027542638,-0.0071515867,0.0068834106,-0.0044683807,-0.0050432394,0.0074255999,0.2016685518,0.1952575501,0.2030094662,-0.0012963510,-0.5978518245,-0.0000001438,0.0000000000,     47150,0.00000000000000000000,0.00000000000000000000,0.00000000000000004510,0.00000000000000004163,0.00000000000000004207,0.00000000000000004154,0.00000000000000003816,-0.00000000000000004554,-0.00000000000000004640,-0.00000000000000008413,0.00000000000000000000,-0.87601294801339424367,0.01858367832500587916,0.69245304357338444134,-0.03432170383724297835,3.14159265358979311600,2.29293480275392447254,0.00682860471397357498,3.77592846275517679544,0.01500479293617762444,-0.39269908169872413950,3.20923484854769780483,0.00681509441618355014,4.69222633652199760945,0.01500463504734803749,0.52359877559829881566,0.04458700334088707556,-0.14617360927191883069,-0.14617360927191883069,0.00000533461477059127,0.00000261212107277586,-0.87690696527679246053,0.68567720162331324829,3.14156233482158331327,2.29293416092366175718,3.77707880008151786200,-0.39269790034705231996,3.20923203621011321474,4.69337779065787596977,0.52359997341976871610,1.56427723832866405473,
