t,x,y,theta0,phi1,theta1,phi2,theta2,phi3,theta3,phi4,theta4,phi5,theta5,phi6,theta6,phi7,theta7,phi8,theta8,phi9,theta9,phi10,theta10, x1,Y1,x2,y2,x3,y3,Trix1,Triy1,Trix2,Triy2,Trix3,Triy3,varphi1,varphi2,varphi3,z21,z22,z31,z32,z41,z42,z51,z52,z61,z62,z71,z72,z81,z82,z91,z92,al21,al22,al31,al32,al33,al41,al42,al43,al44,al51,al52,al53,al54,al55,al61,al62,al63,al66,al71,al72,al73,al76,al77,al81,al82,al83,al88,al91,al92,al93,al99,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,v1,v2,v3,PSx,PSy,d,d0d,Q,nh1,nh2,nh3,nh4,nh5,nh6,nh7,nh8,nh9,nh10,thetap1d,thetap2d,dthetap2d,thetap3d,dthetap3d,thetap4d,thetap5d,dthetap5d,thetap6d,dthetap6d,thetap7d,thetap8d,dthetap8d,thetap9d,dthetap9d,thetap10d,delta1d,delta2d,delta3d,thetap0,thetap1,thetap2,thetap3,thetap4,thetap5,thetap6,thetap7,thetap8,thetap9,thetap10,thetaT
6.6000000000,-5.6811196537,-6.9536172427,0.0745367033,0.0535098415,0.0745231696,0.7098212337,-0.5007031329,-0.7590238151,1.0340589908,0.1350403272,3.2160136397,-1.8840605285,1.8985051487,-3.4517911009,3.4461144973,0.2406810515,-0.3181752680,-2.7921195430,2.8148030697,-4.3484865058,4.3624126203,-0.6329997490,0.5981224904,-4.5938168883,-6.7751429132,-7.0825610907,-5.5471439608,-6.7483513909,-8.7393580101,-4.0875391068,-6.8348525994,-6.5838836584,-5.6314142420,-6.3779195720,-8.3950312190,0.2004366725,0.3124406927,-0.5842636462,0.0000009398,-0.0000004545,0.0000045933,-0.0000105186,0.1423346934,-0.5755214607,0.0944827940,0.9593363449,0.0051520459,3.1414798220,-0.0861770397,1.8241438293,-0.1179758725,3.3718167662,-0.0000139685,-0.3927091214,-0.0668409342,1.0000000304,0.0650075200,-1.2500007412,1.2535762292,0.5546334548,7.3917220124,-14.8257431745,7.6784470425,-0.4787494744,-3.4521248241,6.9239989775,-7.5547621367,3.9524004258,0.0818136566,0.0521477485,-0.1045954004,-1.0902350083,1.1202763400,-38.5411410950,20.2815939257,0.0000000000,16.6199516691,-0.3046443976,6.9202480412,-3.5919280731,2.6966060145,-0.1061277267,-0.8875207444,0.4057777213,-0.9159890269,0.2000000061,0.0135766590,0.0072885761,-0.0136641288,-0.0011311121,-0.0042554266,0.0107635125,0.0294094086,-0.0210445515,0.0162829704,0.0303367687,-0.0103236518,0.2027649630,0.1815611880,0.2216946603,-5.6829703088,-6.9537548456,-0.0000004545,0.0000000000,      3356,-0.00000000000000000694,0.00000000000000000000,0.00000000000000000694,-0.00000000000000006939,-0.00000000000000001952,-0.00000000000000001995,-0.00000000000000002429,0.00000000000000003296,0.00000000000000012967,0.00000000000000014572,0.00000000000000000000,-0.57317897075071932989,0.00532644438528692699,0.95888894762911425218,0.02347861623926662811,3.14159265358979311600,1.82414441283103756497,-0.01724122946900354461,3.37201928486956692410,-0.02560396824969139729,-0.39269908169872413950,2.74044243963466849223,-0.01724287066304351981,4.28831706351654950993,-0.02560316821863531725,0.52359877559829881566,-0.09752435780718893277,0.07593980119689579256,0.07593980119689579256,0.00000093975597546814,-0.00001051864299883576,-0.57552146065107157025,0.95933634491243868769,3.14147982202241493610,1.82414382931797902643,3.37181676619771764081,-0.39270912144247227538,2.74044175244175480799,4.28811488446972699506,0.52358865720451042147,0.07439999696732089995,
6.7000000000,-5.6611761697,-6.9521147750,0.0758748976,0.0537417340,0.0758646102,0.7073914431,-0.4965273813,-0.7608895538,1.0372762498,0.1349480101,3.2173546196,-1.8825838623,1.8981304302,-3.4494662851,3.4451007736,0.2405550763,-0.3168341527,-2.7904861260,2.8144283505,-4.3460761862,4.3613988829,-0.6329813433,0.5994636348,-4.5742056928,-6.7709632851,-7.0648268301,-5.5485119035,-6.7254249469,-8.7401452979,-4.0677562822,-6.8312137332,-6.5657120321,-5.6311232903,-6.3560429676,-8.3944616487,0.2006843745,0.3124917994,-0.5841260406,0.0000164090,-0.0000004492,0.0000098796,0.0000050658,0.1412553800,-0.5726693753,0.0932260625,0.9612302417,0.0051823448,3.1414951517,-0.0854766230,1.8224418664,-0.1175590473,3.3694763643,0.0000051352,-0.3926936284,-0.0672090963,1.0000000305,0.0653291503,-1.2499996975,1.2536162752,0.5425975537,7.3766898145,-14.7960588857,7.6627945890,-0.4755869767,-3.4612913667,6.9426113239,-7.5702080542,3.9582654337,0.0800649905,0.0516284246,-0.1035548346,-1.0897741081,1.1526323177,-38.7199877401,20.3808359205,0.0000000000,16.6874117075,-0.3100824616,6.9087019669,-3.5876609817,2.6937514066,-0.1049133411,-0.8974171776,0.4107534993,-0.9155320619,0.2000000061,0.0133382226,0.0006991467,-0.0278528629,-0.0246184727,0.0002947352,0.0160402668,0.0211908125,0.0055668896,0.0163073383,0.0220180884,0.0038115581,0.2027514361,0.1815085409,0.2217698277,-5.6632555380,-6.9522722310,-0.0000004492,0.0000000000,      3410,0.00000000000000000347,-0.00000000000000000694,0.00000000000000000694,0.00000000000000002082,-0.00000000000000001735,-0.00000000000000001843,-0.00000000000000002429,0.00000000000000003730,-0.00000000000000005985,-0.00000000000000007026,0.00000000000000000000,-0.57031838708266535676,0.00502015411254272143,0.96077212857510918553,0.02333577068632129714,3.14159265358979311600,1.82244244061118987332,-0.01710077402393793758,3.36968518694227636701,-0.02558234892019429704,-0.39269908169872413950,2.73874046180350649848,-0.01710236611926732944,4.28598296531858746761,-0.02558168042878543325,0.52359877559829881566,-0.09874279500041575897,0.07697934136195860866,0.07697934136195860866,0.00001640898239237132,0.00000506578079766118,-0.57266937530178518845,0.96123024174558702182,3.14149515172237192573,1.82244186639183580745,3.36947636431501296173,-0.39269362838361943080,2.73873978646038418461,4.28577447653283893914,0.52360414999269211389,0.07572510640357897616,
6.8000000000,-5.6412347265,-6.9505854589,0.0772286441,0.0541467999,0.0772140321,0.7053461871,-0.4923656421,-0.7621956432,1.0404775994,0.1348831932,3.2187054889,-1.8812826293,1.8977792407,-3.4470572757,3.4441049840,0.2398922294,-0.3154828420,-2.7889106448,2.8140771506,-4.3435586386,4.3604030886,-0.6332436584,0.6008149252,-4.5546025175,-6.7667613203,-7.0470989114,-5.5498634986,-6.7024846691,-8.7409057744,-4.0479793130,-6.8275359278,-6.5475510251,-5.6308148843,-6.3341559939,-8.3938680074,0.2012288241,0.3125760931,-0.5839376972,0.0000151259,-0.0000004293,0.0001305731,-0.0000006257,0.1402904491,-0.5698605800,0.0922439507,0.9630786838,0.0054895054,3.1414906344,-0.0844796757,1.8207338100,-0.1168374056,3.3671242597,0.0002998937,-0.3926977522,-0.0675861892,1.0000000292,0.0658026472,-1.2500000789,1.2536706175,0.5298304102,7.3629968132,-14.7692362468,7.6490794629,-0.4711347174,-3.4686023384,6.9575753323,-7.5828220426,3.9629615328,0.0783430803,0.0513855649,-0.1030730054,-1.0893760919,1.1931786769,-38.8896087518,20.4770140884,0.0000000000,16.7474275226,-0.3168316043,6.8927590421,-3.5817142611,2.6906179901,-0.1033374164,-0.9110205213,0.4174628490,-0.9148437263,0.2000000058,0.0134293883,0.0010589831,-0.0268787998,-0.0243764318,0.0032028608,0.0151879908,0.0188643034,0.0070136923,0.0152812900,0.0201429085,0.0046116788,0.2027390259,0.1814371938,0.2218675222,-5.6432226021,-6.9507386989,-0.0000004293,0.0000000000,      3465,-0.00000000000000000347,-0.00000000000000001388,-0.00000000000000002776,0.00000000000000007633,-0.00000000000000001171,0.00000000000000002873,0.00000000000000002949,0.00000000000000005291,0.00000000000000014962,0.00000000000000015352,0.00000000000000000000,-0.56750033191686188871,0.00474198618528201121,0.96260998086979476795,0.02324483881476270900,3.14159265358979311600,1.82073443525793021713,-0.01690201482009116504,3.36733972554366545182,-0.02550440200649512629,-0.39269908169872413950,2.73703244615532348405,-0.01690351533707379339,4.28363747676406880771,-0.02550342344249739365,0.52359877559829881566,-0.09994984152428054713,0.07801388644787615734,0.07801388644787615734,0.00001512586022260620,-0.00000062574320601472,-0.56986058003393558202,0.96307868382187611367,3.14149063444861109673,1.82073380999363720889,3.36712425967947126537,-0.39269775218195340782,2.73703171989000271225,4.28342236955878430393,0.52359999903845033664,0.07707922433750248603,
6.9000000000,-5.6212953647,-6.9490292410,0.0785790821,0.0543237185,0.0785695281,0.7028421950,-0.4882213089,-0.7641160348,1.0436554868,0.1345871013,3.2200582675,-1.8797625917,1.8974433191,-3.4446211153,3.4431190613,0.2397752180,-0.3141303147,-2.7872426321,2.8137412330,-4.3410712452,4.3594171645,-0.6332227031,0.6021674552,-4.5350063906,-6.7625341658,-7.0293752473,-5.5511939198,-6.6795345616,-8.7416357094,-4.0282081669,-6.8238206954,-6.5293993311,-5.6304880679,-6.3122601196,-8.3932494696,0.2009320651,0.3125663210,-0.5838897843,0.0000037783,-0.0000004522,-0.0000804652,-0.0000041094,0.1388346986,-0.5670727538,0.0904666718,0.9649007502,0.0049682700,3.1414847283,-0.0843226080,1.8190381710,-0.1169472764,3.3647791539,-0.0002200562,-0.3927038560,-0.0679654243,1.0000000308,0.0658631396,-1.2500003174,1.2536878032,0.5179902574,7.3464702230,-14.7362894351,7.6308645639,-0.4689517801,-3.4808847319,6.9823068513,-7.6028742461,3.9706597941,0.0765704517,0.0503491159,-0.1009959142,-1.0887797460,1.2123492078,-39.0831923524,20.5813101637,0.0000000000,16.8265329414,-0.3198708238,6.8883030745,-3.5801257464,2.6883171496,-0.1026571323,-0.9142032657,0.4193261248,-0.9147939104,0.2000000061,0.0137436411,0.0061187010,-0.0156426110,-0.0039424508,-0.0057978823,0.0115324670,0.0295573506,-0.0181586385,0.0164693653,0.0301857456,-0.0087291574,0.2027205749,0.1814147852,0.2219059913,-5.6232369644,-6.9491815178,-0.0000004522,0.0000000000,      3520,0.00000000000000000347,0.00000000000000002776,0.00000000000000002776,0.00000000000000002082,0.00000000000000000651,-0.00000000000000003372,-0.00000000000000003123,0.00000000000000002689,-0.00000000000000007112,-0.00000000000000006505,0.00000000000000000000,-0.56470583485744851870,0.00437548532520848008,0.96442095459177412664,0.02299980979145821447,3.14159265358979311600,1.81903869682970142918,-0.01686973139198216787,3.36500074852877784082,-0.02558820180450623039,-0.39269908169872413950,2.73533670917955040736,-0.01687122826266932232,4.28129853845088703679,-0.02558753039538956206,0.52359877559829881566,-0.10114535813755702598,0.07904336932450035935,0.07904336932450035935,0.00000377828356010190,-0.00000410941861975211,-0.56707275377539290151,0.96490075015821197280,3.14148472831840885888,1.81903817095242081869,3.36477915385030801332,-0.39270385595006829238,2.73533608642547898526,4.28107725238760572495,0.52359393397204068155,0.07843786742861932892,
7.0000000000,-5.6013581369,-6.9474459176,0.0799443792,0.0546588091,0.0799321496,0.7006891824,-0.4840930741,-0.7655795920,1.0468179184,0.1344527521,3.2214210381,-1.8784169644,1.8971316310,-3.4422146861,3.4421521042,0.2393004402,-0.3127672573,-2.7856612979,2.8134295366,-4.3385749000,4.3584502007,-0.6333845966,0.6035305019,-4.5154184212,-6.7582869335,-7.0116564933,-5.5525068596,-6.6565722492,-8.7423377314,-4.0084429233,-6.8200680471,-6.5112568344,-5.6301426183,-6.2903555288,-8.3926057607,0.2012744437,0.3126587302,-0.5837102088,0.0000051421,-0.0000005043,-0.0000453352,-0.0000055041,0.1377242434,-0.5643062445,0.0893269020,0.9667015150,0.0051070163,3.1414833393,-0.0834853769,1.8173608621,-0.1163685345,3.3624470937,-0.0000881281,-0.3927049847,-0.0683468106,1.0000000345,0.0662329062,-1.2500004191,1.2537335703,0.5053988160,7.3324743841,-14.7087526294,7.6164520849,-0.4646562928,-3.4891816228,6.9992046309,-7.6169279391,3.9759211387,0.0748449755,0.0499403079,-0.1001797524,-1.0883281572,1.2489045117,-39.2589097596,20.6796354984,0.0000000000,16.8913933936,-0.3257513905,6.8740338374,-3.5746966410,2.6854493047,-0.1012179037,-0.9258873782,0.4251496311,-0.9142619296,0.2000000069,0.0138186640,0.0061300782,-0.0153517210,-0.0043206361,-0.0039583427,0.0111345139,0.0278662106,-0.0165956321,0.0158052082,0.0287707761,-0.0078524866,0.2027050301,0.1813581727,0.2219865872,-5.6032985689,-6.9476007156,-0.0000005043,0.0000000000,      3575,0.00000000000000000694,0.00000000000000000694,0.00000000000000002082,-0.00000000000000006245,-0.00000000000000001214,0.00000000000000002825,0.00000000000000001908,-0.00000000000000000260,-0.00000000000000000087,0.00000000000000001041,0.00000000000000000000,-0.56193070401230071909,0.00407464201560973731,0.96621095253454925000,0.02287846233447601157,3.14159265358979311600,1.81736141529177164244,-0.01670284920236463772,3.36267542113425044192,-0.02554043282027024936,-0.39269908169872413950,2.73365941856169936131,-0.01670425716454200168,4.27897319444452772785,-0.02553947055938575461,0.52359877559829881566,-0.10232920692907447602,0.08006772319016264294,0.08006772319016264294,0.00000514208157487150,-0.00000550405540784837,-0.56430624449846322754,0.96670151499892575941,3.14148333926608946953,1.81736086210779901329,3.36244709370547267824,-0.39270498472710180238,2.73365876906488614040,4.27874518753639598856,0.52359278858317548355,0.07980105049237712356,
7.1000000000,-5.5814230939,-6.9458353198,0.0813150111,0.0549470520,0.0813026998,0.6984572172,-0.4799799630,-0.7671793347,1.0499625825,0.1343249098,3.2227913418,-1.8770466182,1.8968414539,-3.4398631923,3.4412015804,0.2389907299,-0.3113967808,-2.7840900992,2.8131393563,-4.3361366711,4.3574996671,-0.6334594808,0.6049009897,-4.4958383748,-6.7540155946,-6.9939441660,-5.5538021824,-6.6335964774,-8.7430115954,-3.9886838585,-6.8162755737,-6.4931253970,-5.6297796487,-6.2684402402,-8.3919376059,0.2014666508,0.3126870525,-0.5835935470,0.0000075520,-0.0000005441,-0.0000605668,-0.0000034283,0.1365321403,-0.5615592527,0.0879763538,0.9684803734,0.0050370479,3.1414852867,-0.0828760248,1.8157009612,-0.1160091145,3.3601273461,-0.0001705207,-0.3927028398,-0.0687303574,1.0000000375,0.0665413381,-1.2500002823,1.2537739866,0.4929314264,7.3182498913,-14.6806910069,7.6015744816,-0.4610063248,-3.4983678588,7.0178588462,-7.6323063580,3.9817624455,0.0730967880,0.0493534203,-0.0990053589,-1.0878458948,1.2807502466,-39.4372991457,20.7788636656,0.0000000000,16.9582042198,-0.3307854748,6.8629764418,-3.5706239669,2.6826996883,-0.0999832350,-0.9348335017,0.4297131425,-0.9138370258,0.2000000075,0.0138670722,0.0055441025,-0.0164418605,-0.0058245199,-0.0048053740,0.0115950056,0.0279941198,-0.0152722000,0.0159713047,0.0287360719,-0.0071484255,0.2026934161,0.1813041145,0.2220625973,-5.5834073598,-6.9459963201,-0.0000005441,0.0000000000,      3630,0.00000000000000000000,-0.00000000000000000694,-0.00000000000000002082,-0.00000000000000000694,-0.00000000000000002906,-0.00000000000000006774,-0.00000000000000006592,-0.00000000000000001735,-0.00000000000000001908,-0.00000000000000003556,0.00000000000000000000,-0.55917567985281868559,0.00375183209411865002,0.96797879569359190910,0.02271850354499535193,3.14159265358979311600,1.81570147744715582050,-0.01658066126959390971,3.36036225158145107628,-0.02553433665311458448,-0.39269908169872413950,2.73199947570688106424,-0.01658200966668942067,4.27666003646306069896,-0.02553346521942497643,0.52359877559829881566,-0.10350125133362672591,0.08108688157600862922,0.08108688157600862922,0.00000755199661113537,-0.00000342827839265591,-0.56155925271817064282,0.96848037342026882524,3.14148528665241721924,1.81570096121076618445,3.36012734614537933453,-0.39270283984997211846,2.73199886447779505261,4.27642542978900319639,0.52359494503163728218,0.08116878834998757231,
7.2000000000,-5.5614902902,-6.9441972404,0.0826990297,0.0553571354,0.0826825157,0.6964969690,-0.4758809083,-0.7684418669,1.0530935410,0.1343408800,3.2241733721,-1.8758219490,1.8965772347,-3.4375648766,3.4402720928,0.2384240229,-0.3100142052,-2.7825994882,2.8128751275,-4.3337164749,4.3565701679,-0.6336645332,0.6062835700,-4.4762668202,-6.7497211899,-6.9762397251,-5.5550824621,-6.6106047965,-8.7436590553,-3.9689311859,-6.8124417884,-6.4750061160,-5.6293997584,-6.2465131027,-8.3912453266,0.2021799466,0.3127819694,-0.5833808122,0.0000212977,-0.0000005327,0.0001327380,0.0000029223,0.1355883770,-0.5588313716,0.0871346974,0.9702399080,0.0054985732,3.1414936783,-0.0817255228,1.8140613630,-0.1151002034,3.3578229633,0.0002717061,-0.3926939375,-0.0691160737,1.0000000373,0.0671120119,-1.2499998442,1.2538389094,0.4794909590,7.3061077885,-14.6570898086,7.5898118612,-0.4553707511,-3.5043004384,7.0301258380,-7.6427480295,3.9855574105,0.0713764659,0.0492588550,-0.0988198293,-1.0874758219,1.3268944629,-39.5993080863,20.8725144624,0.0000000000,17.0121506965,-0.3380848952,6.8440140414,-3.5634832803,2.6794743363,-0.0981020123,-0.9507208110,0.4375272821,-0.9130085842,0.2000000074,0.0136636179,-0.0003658925,-0.0290215102,-0.0282930211,0.0038946223,0.0158182515,0.0170054742,0.0125445026,0.0148054365,0.0181567684,0.0074603589,0.2026834857,0.1812198181,0.2221761484,-5.5635632811,-6.9443683594,-0.0000005327,0.0000000000,      3685,0.00000000000000000347,-0.00000000000000000694,0.00000000000000000000,-0.00000000000000004857,0.00000000000000000260,0.00000000000000000130,0.00000000000000000000,0.00000000000000005811,0.00000000000000005898,0.00000000000000006072,0.00000000000000000000,-0.55643891805130030193,0.00347896631446327400,0.96972759817419840189,0.02265829670938186366,3.14159265358979311600,1.81406194851216007180,-0.01635109603581745216,3.35806493248985260536,-0.02542212728583033432,-0.39269908169872413950,2.73035993472946447724,-0.01635234494508317968,4.27436268433666199940,-0.02542101927585996984,0.52359877559829881566,-0.10466135614772588414,0.08210077835031118210,0.08210077835031118210,0.00002129771430829652,0.00000292225628169274,-0.55883137155541096064,0.97023990799073278612,3.14149367829678327624,1.81406136300766318570,3.35782296326138984810,-0.39269393751471698417,2.73035925521286682027,4.27412104475211407362,0.52360381433209268742,0.08254109582762898800,
7.3000000000,-5.5415597717,-6.9425315882,0.0840870203,0.0556863428,0.0840703385,0.6943910659,-0.4717983547,-0.7698384415,1.0562037082,0.1340918383,3.2255604341,-1.8745123908,1.8963312366,-3.4351237952,3.4393560983,0.2378826089,-0.3086271598,-2.7810427215,2.8126291290,-4.3311963993,4.3556541768,-0.6338598098,0.6076705879,-4.4567028739,-6.7453999742,-6.9585420532,-5.5563437536,-6.5876000583,-8.7442770552,-3.9491849676,-6.8085671033,-6.4568985715,-5.6290025731,-6.2245746181,-8.3905285246,0.2022422595,0.3128121218,-0.5832713922,0.0000030327,-0.0000005015,0.0000618823,-0.0000118723,0.1342468734,-0.5561489167,0.0856858456,0.9719502478,0.0053286714,3.1414780218,-0.0812159285,1.8124115847,-0.1148237832,3.3555036560,0.0000955534,-0.3927096145,-0.0695110416,1.0000000349,0.0673604241,-1.2500008697,1.2538744307,0.4667083827,7.2918606606,-14.6289285565,7.5746518391,-0.4513276786,-3.5140638565,7.0499077648,-7.6589197415,3.9916742481,0.0696196360,0.0485796415,-0.0974622117,-1.0869481988,1.3566763312,-39.7804131757,20.9726964306,0.0000000000,17.0812061641,-0.3426004425,6.8337832656,-3.5596568087,2.6768948068,-0.0969355851,-0.9586969586,0.4416472526,-0.9126665441,0.2000000070,0.0140922831,0.0070515682,-0.0130555834,-0.0015821479,-0.0036714653,0.0097082528,0.0277353494,-0.0187626616,0.0150027140,0.0288572767,-0.0088646061,0.2026680028,0.1811737818,0.2222428089,-5.5434067669,-6.9426866165,-0.0000005015,0.0000000000,      3741,-0.00000000000000000347,-0.00000000000000002082,-0.00000000000000002082,0.00000000000000000694,-0.00000000000000001735,0.00000000000000002331,0.00000000000000002082,0.00000000000000004684,0.00000000000000004684,0.00000000000000005378,0.00000000000000000000,-0.55375039455646568598,0.00313908002166199407,0.97142687839637353875,0.02248078872290136185,3.14159265358979311600,1.81241212694834930019,-0.01624834120520927960,3.35575233513696824517,-0.02543240655132620459,-0.39269908169872413950,2.72871011166713550722,-0.01624958660551972453,4.27205010079094549269,-0.02543160875997491771,0.52359877559829881566,-0.10580938754519893241,0.08310934772276160065,0.08310934772276160065,0.00000303274456861513,-0.00001187229309600191,-0.55614891674861388626,0.97195024781123495750,3.14147802180830648666,1.81241158471239915961,3.35550365595318433876,-0.39270961449160590728,2.72870947869080193726,4.27180173111814109888,0.52358815116237145126,0.08394306468127202270,
7.4000000000,-5.5216315891,-6.9408382190,0.0854791634,0.0559401453,0.0854659785,0.6921458639,-0.4677334797,-0.7714967408,1.0592968387,0.1339484323,3.2269554396,-1.8731595823,1.8961076690,-3.4328186090,3.4384579603,0.2376988950,-0.3072320701,-2.7795095505,2.8124055596,-4.3288097693,4.3547560290,-0.6338670272,0.6090656971,-4.4371471559,-6.7410558551,-6.9408504092,-5.5575869693,-6.5645823424,-8.7448661313,-3.9294451965,-6.8046527164,-6.4388016917,-5.6285872506,-6.2026260140,-8.3897864555,0.2024798857,0.3128960564,-0.5831046859,0.0000154334,-0.0000004749,0.0000601619,0.0000014162,0.1329961636,-0.5534638793,0.0844537299,0.9736634629,0.0053806223,3.1414907965,-0.0804734315,1.8108041779,-0.1143058109,3.3532221276,0.0001407680,-0.3926967437,-0.0699011648,1.0000000334,0.0676906350,-1.2499999427,1.2539176725,0.4537415184,7.2784230956,-14.6024682914,7.5606365521,-0.4464773023,-3.5226074123,7.0672957024,-7.6732432960,3.9970179051,0.0678823984,0.0480925410,-0.0964863222,-1.0864570276,1.3920573103,-39.9567065214,21.0712583492,0.0000000000,17.1466043549,-0.3479198333,6.8199672234,-3.5543357885,2.6742065524,-0.0954938624,-0.9695827725,0.4471288595,-0.9121957462,0.2000000067,0.0139090380,0.0015446362,-0.0247345985,-0.0211306571,0.0011132526,0.0141114660,0.0204205925,0.0042343369,0.0148609026,0.0214100528,0.0031218550,0.2026513414,0.1811215689,0.2223182205,-5.5236576359,-6.9410111821,-0.0000004749,0.0000000000,      3796,0.00000000000000000347,-0.00000000000000000694,0.00000000000000000694,-0.00000000000000005551,-0.00000000000000000434,0.00000000000000003556,0.00000000000000003816,0.00000000000000005291,0.00000000000000005204,0.00000000000000003123,0.00000000000000000000,-0.55105872390033905361,0.00281827737512030602,0.97312913092922714853,0.02234546993678183935,3.14159265358979311600,1.81080472617824783654,-0.01609956165728516214,3.35347779386050381945,-0.02539722726506394093,-0.39269908169872413950,2.72710270520188036159,-0.01610077291532814592,4.26977555264573549465,-0.02539651300205295406,0.52359877559829881566,-0.10694521309262566833,0.08411252424873860711,0.08411252424873860711,0.00001543340069559695,0.00000141616856169646,-0.55346387933772034362,0.97366346285886296030,3.14149079654824436858,1.81080417788969461057,3.35322212764336002877,-0.39269674369836093941,2.72710206903457530458,4.26952019900260903995,0.52360101508687084682,0.08532463965397668604,
7.5000000000,-5.5017057928,-6.9391169965,0.0868824198,0.0562647865,0.0868689076,0.6900733745,-0.4636868850,-0.7728866543,1.0623717405,0.1337434538,3.2283579001,-1.8718794800,1.8959053487,-3.4304279591,3.4375766712,0.2372340431,-0.3058294847,-2.7779902430,2.8122032348,-4.3263366815,4.3538747370,-0.6340191438,0.6104682671,-4.4175995917,-6.7366887451,-6.9231642240,-5.5588111481,-6.5415524815,-8.7454254356,-3.9097119288,-6.8006990190,-6.4207150682,-5.6281533978,-6.1806677935,-8.3890187161,0.2025893481,0.3129337439,-0.5829846277,0.0000042448,-0.0000004695,0.0000112128,-0.0000077916,0.1316320209,-0.5508268058,0.0830487357,0.9753289621,0.0052372188,3.1414811113,-0.0799126791,1.8091885001,-0.1139605436,3.3509279128,-0.0000065143,-0.3927063042,-0.0703006390,1.0000000330,0.0679697970,-1.2500005892,1.2539567388,0.4405746945,7.2648416371,-14.5756780776,7.5462621170,-0.4418064140,-3.5319032286,7.0861635350,-7.6886589881,4.0028139006,0.0661529555,0.0474540820,-0.0952097631,-1.0859383012,1.4238079206,-40.1351763815,21.1705521370,0.0000000000,17.2135939841,-0.3525963655,6.8085898616,-3.5500409447,2.6716128258,-0.0942106445,-0.9780506201,0.4514920082,-0.9118177352,0.2000000066,0.0142099713,0.0062522525,-0.0142534245,-0.0035498013,-0.0039866790,0.0101674436,0.0272513901,-0.0163086694,0.0149512339,0.0282459396,-0.0075459291,0.2026360423,0.1810714635,0.2223896428,-5.5035976797,-6.9392811602,-0.0000004695,0.0000000000,      3852,-0.00000000000000000347,-0.00000000000000000694,-0.00000000000000002082,-0.00000000000000004857,-0.00000000000000002429,0.00000000000000001475,0.00000000000000000520,-0.00000000000000002689,-0.00000000000000002689,-0.00000000000000003469,0.00000000000000000000,-0.54841478162950796360,0.00248147599852917419,0.97478348404857761977,0.02217393970020974797,3.14159265358979311600,1.80918901745038218642,-0.01598762803588905240,3.35119053608017836154,-0.02539936452309560916,-0.39269908169872413950,2.72548699230236390889,-0.01598877241354451639,4.26748830311192861586,-0.02539849839614787344,0.52359877559829881566,-0.10806870176461567945,0.08511024283355504705,0.08511024283355504705,0.00000424481431152146,-0.00000779159614311409,-0.55082680580455789521,0.97532896208400421401,3.14148111131728935419,1.80918850009515663757,3.35092791276202284223,-0.39270630415404483848,2.72548638742417148606,4.26722597607131692854,0.52359146287770585992,0.08673607526369872534,
7.6000000000,-5.4817824368,-6.9373677556,0.0882897035,0.0565095466,0.0882796062,0.6878527599,-0.4596582580,-0.7745564210,1.0654296275,0.1336527669,3.2297682711,-1.8705527953,1.8957254880,-3.4281878286,3.4367136196,0.2371471055,-0.3044189404,-2.7764970016,2.8120233708,-4.3240111625,4.3530116704,-0.6339741538,0.6118788485,-4.3980602812,-6.7322986178,-6.9054839610,-5.5600168212,-6.5185098352,-8.7459552176,-3.8899853080,-6.7967053918,-6.4026391019,-5.6277011522,-6.1586995735,-8.3882252884,0.2028511970,0.3130017162,-0.5828279832,0.0000237065,-0.0000004740,0.0000252200,0.0000111872,0.1303581339,-0.5481872997,0.0818089626,0.9769976015,0.0052722912,3.1415000304,-0.0791783788,1.8076154801,-0.1134330388,3.3486721153,0.0000200215,-0.3926871811,-0.0706952067,1.0000000341,0.0683229811,-1.2499992512,1.2540029157,0.4273016440,7.2520044060,-14.5504504655,7.5329438546,-0.4365976834,-3.5401435251,7.1029636663,-7.7024778347,4.0079575751,0.0644286220,0.0469705934,-0.0942403093,-1.0854530884,1.4600143067,-40.3088349444,21.2681879590,0.0000000000,17.2769118738,-0.3578900143,6.7945355451,-3.5446569800,2.6689144303,-0.0927078601,-0.9888094885,0.4569334372,-0.9113251663,0.2000000068,0.0139018914,-0.0019021093,-0.0313504667,-0.0317393328,0.0025368505,0.0168578581,0.0169751591,0.0167176683,0.0149684418,0.0176409566,0.0095338262,0.2026216222,0.1810141366,0.2224705147,-5.4839432685,-6.9375583657,-0.0000004740,0.0000000000,      3907,0.00000000000000000347,0.00000000000000000694,0.00000000000000000694,0.00000000000000006939,0.00000000000000000087,-0.00000000000000003990,-0.00000000000000004684,0.00000000000000000607,0.00000000000000000520,0.00000000000000000260,0.00000000000000000000,-0.54576829260669956767,0.00215852171888630991,0.97644102569323409924,0.02203652222195386090,3.14159265358979311600,1.80761599448333853957,-0.01584089044233998739,3.34894188217498767202,-0.02536555770203790736,-0.39269908169872413950,2.72391396286118459003,-0.01584196641168336347,4.26523964638002794914,-0.02536460188949335448,0.52359877559829881566,-0.10917972395892312776,0.08610243873668176062,0.08610243873668176062,0.00002370645799823490,0.00001118721555053159,-0.54818729966541002163,0.97699760150938685932,3.14150003044310732747,1.80761548006046224302,3.34867211532307651467,-0.39268718107783373572,2.72391336230280689534,4.26497017191280392012,0.52361058312720676344,0.08812697815927503231,
